"Unfiltered word count","Occurrences","Percentage"
"gepaard",5,0.0025
"actief",5,0.0025
"€385",5,0.0025
85.00%,5,0.0025
"feite",5,0.0025
"amendementen",5,0.0025
"tijdelijke",5,0.0025
"vooroplopen",5,0.0025
"uitstekend",5,0.0025
"willekeurige",5,0.0025
"eindigen",5,0.0025
"speerpunt",5,0.0025
"beslissen",5,0.0025
"uitgeven",5,0.0025
"rechtvaardige",5,0.0025
"formulieren",5,0.0025
"afscheid",5,0.0025
"gelaten",5,0.0025
"gekocht",5,0.0025
"terugkeren",5,0.0025
"gebruikmaakt",5,0.0025
"hecht",5,0.0025
"overduidelijk",5,0.0025
"conflict",5,0.0025
"tegemoet",5,0.0025
"geluid",5,0.0025
"betrekking",5,0.0025
"uitkomt",5,0.0025
"veroordelen",5,0.0025
"gelezen",5,0.0025
"teruglopen",5,0.0025
"gehoopt",5,0.0025
"wezenlijk",5,0.0025
"erasmus",5,0.0025
"mochten",5,0.0025
"ziel",5,0.0025
"meewerken",5,0.0025
"jihad",5,0.0025
"innovatie",5,0.0025
"lessen",5,0.0025
"lijsttrekker",5,0.0025
"doorgeslagen",5,0.0025
"kampen",5,0.0025
"draagt",5,0.0025
"roepende",5,0.0025
"ondernemen",5,0.0025
"verzekeringen",5,0.0025
"landbouwbeleid",5,0.0025
"veiligheidsdiensten",5,0.0025
"kamerlid",5,0.0025
"nakomen",5,0.0025
"spoor",5,0.0025
"zoon",5,0.0025
"remmen",5,0.0025
"haagse",5,0.0025
"democratisch",5,0.0025
"andersom",5,0.0025
"uitkomsten",5,0.0025
"gevaarlijke",5,0.0025
"marine",5,0.0025
"scheidsrechter",5,0.0025
"asociaal",5,0.0025
"dure",5,0.0025
"duur",5,0.0025
"bewaken",5,0.0025
"compenseert",5,0.0025
"ontslagrecht",5,0.0025
"ernstige",5,0.0025
"vervolgen",5,0.0025
"essentieel",5,0.0025
"maatschappelijk",5,0.0025
"vlag",5,0.0025
"verdeling",5,0.0025
"gevoelige",5,0.0025
"geloofwaardigheid",5,0.0025
"uitkeringsgerechtigden",5,0.0025
"opzicht",5,0.0025
"ethische",5,0.0025
"inhoudt",5,0.0025
"taalcursussen",5,0.0025
"toegankelijk",5,0.0025
"initiatief",5,0.0025
"interrupties",5,0.0025
"opgetreden",5,0.0025
"binnengelaten",5,0.0025
"aangaan",5,0.0025
"zestig",5,0.0025
"zelfvertrouwen",5,0.0025
"grondstoffen",5,0.0025
"kwart",5,0.0025
"verwachting",5,0.0025
"kwaad",5,0.0025
"besproken",5,0.0025
"geïntegreerd",5,0.0025
"onafhankelijke",5,0.0025
"urgenda",5,0.0025
"richel",5,0.0025
"twaalf",5,0.0025
"lijken",5,0.0025
"boerkini",5,0.0025
"opgeroepen",5,0.0025
"overheidsfinanciën",5,0.0025
2008,5,0.0025
"terroristische",5,0.0025
"arbeidsongeschikt",5,0.0025
"meedenken",5,0.0025
"belgië",5,0.0025
"fonds",5,0.0025
"liefhebben",5,0.0025
"subsidie",5,0.0025
"opbrengsten",5,0.0025
"waardevol",5,0.0025
"omheen",5,0.0025
"hoogte",5,0.0025
"order",5,0.0025
"combinatie",5,0.0025
"overnemen",5,0.0025
"onderbouwd",5,0.0025
"voorrang",5,0.0025
"constructief",5,0.0025
"gezondheid",5,0.0025
"terrein",5,0.0025
"vreselijk",5,0.0025
"economen",5,0.0025
"minimaal",5,0.0025
"interruptiedebat",5,0.0025
"gezocht",5,0.0025
"schrijnende",5,0.0025
"plussers",5,0.0025
"overleven",5,0.0025
"ambities",5,0.0025
"menen",5,0.0025
"enig",5,0.0025
"stabiliteit",5,0.0025
"aanhouden",5,0.0025
"behandelt",5,0.0025
"laatst",5,0.0025
"jan",5,0.0025
"vangen",5,0.0025
"law",5,0.0025
"let",5,0.0025
"existentiële",5,0.0025
"verhoudingen",5,0.0025
"efficiënter",5,0.0025
"mkb",5,0.0025
"kinderopvang",5,0.0025
"nip",5,0.0025
"uitbreiden",5,0.0025
"beseft",5,0.0025
"ocw",5,0.0025
"onderlinge",5,0.0025
"wist",5,0.0025
"belachelijk",5,0.0025
"tarief",5,0.0025
"amerikaanse",5,0.0025
"gedebatteerd",5,0.0025
"respecteert",5,0.0025
"richt",5,0.0025
"adviezen",5,0.0025
"deugdelijk",5,0.0025
"kerkgenootschappen",5,0.0025
"mooier",5,0.0025
"vermoeden",5,0.0025
"vergelijkbaar",5,0.0025
"vlucht",5,0.0025
"ingericht",5,0.0025
"szw",5,0.0025
"nationaalzorgfonds",5,0.0025
"nette",5,0.0025
"meerjarige",5,0.0025
"nagedacht",5,0.0025
"wit",5,0.0025
"interrumperen",5,0.0025
"waargemaakt",5,0.0025
"gecompenseerd",5,0.0025
"zondagsrust",5,0.0025
"nexit",5,0.0025
"handel",5,0.0025
"goedkope",5,0.0025
"maten",5,0.0025
"lazer",5,0.0025
"toegang",5,0.0025
"belastingdruk",5,0.0025
"doorgegaan",5,0.0025
"pleegt",5,0.0025
"zorgakkoorden",5,0.0025
"grondwettelijke",5,0.0025
"gemeente",5,0.0025
"locaties",5,0.0025
"vliegen",5,0.0025
"pleiten",5,0.0025
"plussen",5,0.0025
"plaatst",5,0.0025
"€4",5,0.0025
"€8",5,0.0025
"fatsoen",5,0.0025
"spel",5,0.0025
"zogenaamd",5,0.0025
"burgerlijk",5,0.0025
"introduceren",5,0.0025
"bommen",5,0.0025
"kopen",5,0.0025
"deelnemen",5,0.0025
"i",4,0.002
"inkomensafhankelijke",4,0.002
"à",4,0.002
"energievoorziening",4,0.002
"citeer",4,0.002
"terugbrengen",4,0.002
"talloze",4,0.002
"belastingontwijking",4,0.002
"wijkverpleging",4,0.002
"eeuwen",4,0.002
16,4,0.002
"uitgelegd",4,0.002
22,4,0.002
28,4,0.002
"schetsen",4,0.002
"besteding",4,0.002
58,4,0.002
70,4,0.002
90,4,0.002
"faillissement",4,0.002
"stop",4,0.002
"duidelijke",4,0.002
"minderheid",4,0.002
"ophalen",4,0.002
"ouderenkorting",4,0.002
"hollandse",4,0.002
"ii",4,0.002
"getreden",4,0.002
"tv",4,0.002
"sporen",4,0.002
"toepassen",4,0.002
"opgroeien",4,0.002
"afdeling",4,0.002
"inclusief",4,0.002
"verpleegkundige",4,0.002
"ikzelf",4,0.002
"duren",4,0.002
"vlekjes",4,0.002
"verwondt",4,0.002
"onbetaald",4,0.002
"onbegrijpelijk",4,0.002
"zweren",4,0.002
"én",4,0.002
"halfuur",4,0.002
"universiteit",4,0.002
"krachttermen",4,0.002
"beroep",4,0.002
"lastigvallen",4,0.002
"huurtoeslag",4,0.002
"accent",4,0.002
"waarmaken",4,0.002
"gezond",4,0.002
"gerekend",4,0.002
"scheppen",4,0.002
"psychische",4,0.002
"geëvalueerd",4,0.002
"verhouding",4,0.002
"terugsturen",4,0.002
"vrijhandel",4,0.002
"eronder",4,0.002
"flinke",4,0.002
"groene",4,0.002
"keek",4,0.002
"instrumenten",4,0.002
"bedienen",4,0.002
"consumentenzaken",4,0.002
"initiatiefwet",4,0.002
"misdragen",4,0.002
"begrijpelijk",4,0.002
"wiens",4,0.002
"botsen",4,0.002
"vecht",4,0.002
"kies",4,0.002
"zegeningen",4,0.002
"neekamp",4,0.002
"constant",4,0.002
"wetenschappelijk",4,0.002
"dierbaar",4,0.002
"redelijk",4,0.002
"avond",4,0.002
"kijker",4,0.002
"waarschuwde",4,0.002
"culturele",4,0.002
"wijst",4,0.002
"supermarkt",4,0.002
"schappen",4,0.002
"plezier",4,0.002
"gezicht",4,0.002
"eventueel",4,0.002
"tegenovergestelde",4,0.002
"daarnaartoe",4,0.002
"werkgever",4,0.002
"zelfstandigen",4,0.002
"stukken",4,0.002
"uitmaken",4,0.002
"inzake",4,0.002
"huishoudelijke",4,0.002
"flexibele",4,0.002
"weghaalt",4,0.002
"wachttijden",4,0.002
"papieren",4,0.002
"veiliger",4,0.002
"dienen",4,0.002
"homoseksuelen",4,0.002
"ministeries",4,0.002
"asielbeleid",4,0.002
"discussiëren",4,0.002
"zicht",4,0.002
"gini",4,0.002
"achttien",4,0.002
"emile",4,0.002
"komend",4,0.002
"drempel",4,0.002
"collectieve",4,0.002
"zijlijn",4,0.002
"overbodig",4,0.002
"kleur",4,0.002
"klappen",4,0.002
"adresseren",4,0.002
"betrekken",4,0.002
"stapel",4,0.002
"truc",4,0.002
"honger",4,0.002
"albanezen",4,0.002
"hiernaar",4,0.002
"moraal",4,0.002
"ondermijnende",4,0.002
"effectbejag",4,0.002
"regionale",4,0.002
"toevallig",4,0.002
"onbegrensd",4,0.002
"gevoelig",4,0.002
"aangedragen",4,0.002
"tabellen",4,0.002
"rendementen",4,0.002
"dokter",4,0.002
"taboes",4,0.002
"verkiezingsjaar",4,0.002
"voorkomt",4,0.002
"cafetariamodel",4,0.002
"bureaucratisch",4,0.002
"majesteitsschennis",4,0.002
"uitgezocht",4,0.002
"tribune",4,0.002
"verbindende",4,0.002
"reizen",4,0.002
"vrijstelling",4,0.002
"dierenleed",4,0.002
"leerling",4,0.002
"kamerbreed",4,0.002
"cent",4,0.002
"schiet",4,0.002
"betrokken",4,0.002
"constateert",4,0.002
"wonderen",4,0.002
"kanttekeningen",4,0.002
"voorganger",4,0.002
"ondernomen",4,0.002
"effectiever",4,0.002
"opstand",4,0.002
"analyse",4,0.002
"uitsluitsel",4,0.002
"schort",4,0.002
"hervestigen",4,0.002
"diensten",4,0.002
"bruto",4,0.002
"wagen",4,0.002
"flexwerk",4,0.002
"suggereert",4,0.002
"gunt",4,0.002
"benen",4,0.002
"aanzetten",4,0.002
"stuitend",4,0.002
"functioneren",4,0.002
"mckinsey",4,0.002
"bewijzen",4,0.002
"meerjarig",4,0.002
"ontzeggen",4,0.002
"besef",4,0.002
"ophouden",4,0.002
"gedrogeerd",4,0.002
"politieauto's",4,0.002
"ieders",4,0.002
"platteland",4,0.002
"kolenbelasting",4,0.002
"plezierjacht",4,0.002
"ambtenaren",4,0.002
"zuiver",4,0.002
"investering",4,0.002
"droge",4,0.002
"effectieve",4,0.002
"onderliggende",4,0.002
"beurt",4,0.002
"geraamd",4,0.002
"redenering",4,0.002
"drinken",4,0.002
"lief",4,0.002
"link",4,0.002
"oorzaak",4,0.002
"bewindspersonen",4,0.002
"vreemde",4,0.002
"doorwerken",4,0.002
"zwangere",4,0.002
"privaatrechtelijke",4,0.002
"doodstraf",4,0.002
"route",4,0.002
"verplichting",4,0.002
"spelletjes",4,0.002
"noorse",4,0.002
"lumpsum",4,0.002
"procentje",4,0.002
"warme",4,0.002
"geldstromen",4,0.002
"inkomenszekerheid",4,0.002
"verlenging",4,0.002
"dienstplicht",4,0.002
"bedoelde",4,0.002
"stroom",4,0.002
10.00%,4,0.002
"verblijfsvergunning",4,0.002
"haal",4,0.002
"lukte",4,0.002
"opgeleiden",4,0.002
"formele",4,0.002
"stempeltje",4,0.002
"€100",4,0.002
"stemmers",4,0.002
"opgevallen",4,0.002
"kennis",4,0.002
"wegbezuinigd",4,0.002
"slapen",4,0.002
"functioneert",4,0.002
"doorvoeren",4,0.002
"verzeker",4,0.002
"jazeker",4,0.002
50.00%,4,0.002
"evaluatie",4,0.002
"binnenlandse",4,0.002
"salarissen",4,0.002
"vieren",4,0.002
"werknemer",4,0.002
"ritueel",4,0.002
"rituele",4,0.002
"staatsschuld",4,0.002
"farmaceuten",4,0.002
"accepteer",4,0.002
"gerecht",4,0.002
"stemt",4,0.002
"uitgezet",4,0.002
"alstublieft",4,0.002
"erdoorheen",4,0.002
"steen",4,0.002
"intensivering",4,0.002
"maximaal",4,0.002
"curatieve",4,0.002
"systemen",4,0.002
"€300",4,0.002
95.00%,4,0.002
"vrouwelijke",4,0.002
"gedekt",4,0.002
"strooien",4,0.002
"achteruitgaat",4,0.002
"toeslagen",4,0.002
"managementlagen",4,0.002
"vooruitgegaan",4,0.002
"begrotingstekort",4,0.002
"provincie",4,0.002
"populisten",4,0.002
"zorgverzekeraar",4,0.002
"voorligt",4,0.002
"gedoe",4,0.002
"verdwijnen",4,0.002
"herhaalt",4,0.002
"verenigd",4,0.002
"daarbinnen",4,0.002
"stoer",4,0.002
"excuus",4,0.002
"veroordeel",4,0.002
"allerbelangrijkste",4,0.002
"opzet",4,0.002
"tevoren",4,0.002
"winkels",4,0.002
"handreiking",4,0.002
"heden",4,0.002
"kerken",4,0.002
"inkoop",4,0.002
"ouderenzorg",4,0.002
"techniek",4,0.002
"opwarming",4,0.002
"achterhaald",4,0.002
"bolkestein",4,0.002
"vervuiling",4,0.002
"gemeenschappelijk",4,0.002
"gebrek",4,0.002
"geluk",4,0.002
"boeken",4,0.002
"voorlopige",4,0.002
"verschuivingen",4,0.002
"infrastructuur",4,0.002
"wereldwijd",4,0.002
"boeren",4,0.002
"falen",4,0.002
"dossier",4,0.002
"doorstart",4,0.002
"denemarken",4,0.002
"gemengde",4,0.002
"gespreid",4,0.002
"onrecht",4,0.002
"toegeven",4,0.002
"aangetoond",4,0.002
"zorgverzekeringswet",4,0.002
"zorgde",4,0.002
"slacht",4,0.002
"mh17",4,0.002
"omhooggaan",4,0.002
"leenstelsel",4,0.002
"prinsjesdag",4,0.002
"samengewerkt",4,0.002
"aangaf",4,0.002
"vastgehouden",4,0.002
"bootjes",4,0.002
"olifant",4,0.002
"doden",4,0.002
"beheerst",4,0.002
"vrijblijvend",4,0.002
"mist",4,0.002
"bühne",4,0.002
"bleven",4,0.002
"ditjes",4,0.002
"eenverdiener",4,0.002
"debatten",4,0.002
"staatsman",4,0.002
"doelt",4,0.002
"neergezet",4,0.002
"technisch",4,0.002
"bevoegdhedenoverdracht",4,0.002
"teruggedraaid",4,0.002
"aantoonbaar",4,0.002
"lastiggevallen",4,0.002
"verwijzen",4,0.002
"verslag",4,0.002
"geslacht",4,0.002
"achtergebleven",4,0.002
"volwaardige",4,0.002
"zuid",4,0.002
"artikelen",4,0.002
"terugkijken",4,0.002
"natuurinclusieve",4,0.002
"dupe",4,0.002
"sowieso",4,0.002
"snelst",4,0.002
"snelle",4,0.002
"garantie",4,0.002
"racisme",4,0.002
"bellen",4,0.002
"specialisten",4,0.002
"opgave",4,0.002
"toestemming",4,0.002
"concept",4,0.002
"werklozen",4,0.002
"agent",4,0.002
"meisje",4,0.002
"aantrekkelijk",4,0.002
"overkomen",4,0.002
"verzekerd",4,0.002
"afspreken",4,0.002
"premierschap",4,0.002
"woningmarkt",4,0.002
"halve",4,0.002
"tillen",4,0.002
"waarderen",4,0.002
"sturend",4,0.002
"vrijwel",4,0.002
"autoritaire",4,0.002
"voer",4,0.002
"tevens",4,0.002
"voet",4,0.002
"slachtoffer",4,0.002
"beschikbare",4,0.002
"dichterbij",4,0.002
"noodzaak",4,0.002
"speciale",4,0.002
"doorn",4,0.002
"verzekering",4,0.002
"vanmiddag",4,0.002
"flagrante",4,0.002
"financieringsstromen",4,0.002
"mantelzorgers",4,0.002
"opzichten",4,0.002
"mijne",4,0.002
"versus",4,0.002
"beseffen",4,0.002
"zorggeld",4,0.002
"interesseert",4,0.002
"gemeenschappen",4,0.002
"gezonde",4,0.002
"kwade",4,0.002
"klijnsma",4,0.002
"materieel",4,0.002
"reageerde",4,0.002
"sprekers",4,0.002
"duitse",4,0.002
"echo",4,0.002
"zelfstandig",4,0.002
"orgaan",4,0.002
"inwoners",4,0.002
"verschuiving",4,0.002
"bedreigt",4,0.002
"doelstelling",4,0.002
"energiebelasting",4,0.002
"tarieven",4,0.002
"meent",4,0.002
"gebouwd",4,0.002
"eeuw",4,0.002
2009,4,0.002
2021,4,0.002
"burgemeesters",4,0.002
2030,4,0.002
"beweert",4,0.002
"vrijhandelsverdragen",4,0.002
"lenen",4,0.002
"continu",4,0.002
"bio",4,0.002
"parlementaire",4,0.002
"sturing",4,0.002
"gevochten",4,0.002
"aanspreken",4,0.002
"blokjes",4,0.002
"roep",4,0.002
"fragment",4,0.002
"inleiding",4,0.002
"rechtszaak",4,0.002
"syriëgangers",4,0.002
"aantreden",4,0.002
"bewering",4,0.002
"halverwege",4,0.002
"bureaus",4,0.002
"gedeelte",4,0.002
"nagaan",4,0.002
"problematiek",4,0.002
"terreur",4,0.002
"debatteren",4,0.002
"kamerleden",4,0.002
"fel",4,0.002
"zeventig",4,0.002
"vergeet",4,0.002
"lijstje",4,0.002
"bijbel",4,0.002
"plagen",4,0.002
"afloop",4,0.002
"uiterlijk",4,0.002
"hou",4,0.002
"domineren",4,0.002
"budgetten",4,0.002
"overbehandeling",4,0.002
"vereniging",4,0.002
"rust",4,0.002
"producten",4,0.002
"voormalig",4,0.002
"rondkomen",4,0.002
"wederom",4,0.002
"jou",4,0.002
"lever",4,0.002
"ingegaan",4,0.002
"leuke",4,0.002
"kop",4,0.002
"ingewikkelde",4,0.002
"verpleeghuis",4,0.002
"betalingsregelingen",4,0.002
"bestraft",4,0.002
"allah",4,0.002
"prikkel",4,0.002
"klakkeloos",4,0.002
"geluiden",4,0.002
"koningin",4,0.002
"vormgegeven",4,0.002
"benaderen",4,0.002
"voeding",4,0.002
"probeerde",4,0.002
"tranen",4,0.002
"kruispunt",4,0.002
"tekorten",4,0.002
"theoretische",4,0.002
"nood",4,0.002
"minimum",4,0.002
"branches",4,0.002
"zakken",4,0.002
"onrechte",4,0.002
"bevolkingsgroep",4,0.002
"herinnering",4,0.002
"luister",4,0.002
"elkaars",4,0.002
"koopkrachtbeleid",4,0.002
"ploumen",4,0.002
"verheerlijking",4,0.002
"naïef",4,0.002
"rij",4,0.002
"afwijzen",4,0.002
"etnische",4,0.002
"suggestie",4,0.002
"malen",4,0.002
"gouden",4,0.002
"nóg",4,0.002
"optelt",4,0.002
"speelde",4,0.002
"uzelf",4,0.002
"beloven",4,0.002
"binnengehaald",4,0.002
"treffen",4,0.002
"tal",4,0.002
"tel",4,0.002
"koopkrachtbeeld",4,0.002
"verhoudt",4,0.002
"noodkreet",4,0.002
"liefde",4,0.002
"verkocht",4,0.002
"onschuldige",4,0.002
"onveiliger",4,0.002
"combineren",4,0.002
"enthousiast",4,0.002
"technologische",4,0.002
"wwz",4,0.002
"gewaarschuwd",4,0.002
"onmogelijke",4,0.002
"azc's",4,0.002
"namen",4,0.002
"campagnevoerder",4,0.002
"meegeven",4,0.002
"verbinden",4,0.002
"opkopen",4,0.002
"terechtkomen",4,0.002
"treedt",4,0.002
"uiterst",4,0.002
"minstens",4,0.002
"uitspreken",4,0.002
"principes",4,0.002
"boodschappen",4,0.002
"tellen",4,0.002
"consultancybureaus",4,0.002
"reële",4,0.002
"doorrekeningen",4,0.002
"gestaan",4,0.002
"doorbraak",4,0.002
"gelukzoekers",4,0.002
"paspoorten",4,0.002
"gereserveerd",4,0.002
"trant",4,0.002
"vangnet",4,0.002
"€6",4,0.002
"fijn",4,0.002
"ongelooflijk",4,0.002
"hardop",4,0.002
"conservatieve",4,0.002
"vrijgemaakt",4,0.002
"aardig",4,0.002
"kindgebonden",4,0.002
"onwil",4,0.002
"structurele",4,0.002
"bedrogen",4,0.002
"tijde",4,0.002
"kortzichtige",3,0.0015
"en/of",3,0.0015
"gewezen",3,0.0015
"hierdoor",3,0.0015
"salaris",3,0.0015
"zulke",3,0.0015
"voorgenomen",3,0.0015
"sterkste",3,0.0015
"gewelddadige",3,0.0015
"band",3,0.0015
"afgebroken",3,0.0015
42,3,0.0015
"rijden",3,0.0015
6.00%,3,0.0015
"korea",3,0.0015
8.00%,3,0.0015
"uitrekenen",3,0.0015
"gevaren",3,0.0015
"vooropstaat",3,0.0015
"ziekenhuiszorg",3,0.0015
"geopend",3,0.0015
"wakker",3,0.0015
"iq",3,0.0015
"or",3,0.0015
"wapenhandel",3,0.0015
"fictief",3,0.0015
"voorhand",3,0.0015
"bestrijding",3,0.0015
"eenvoudige",3,0.0015
"afschuwelijk",3,0.0015
"gedeeld",3,0.0015
"moordenaar",3,0.0015
"olie",3,0.0015
"huisvesting",3,0.0015
"dutch",3,0.0015
"markten",3,0.0015
"minuut",3,0.0015
"handtekening",3,0.0015
"herkent",3,0.0015
"mensenrechten",3,0.0015
"opgezet",3,0.0015
"faciliteiten",3,0.0015
"aanwezig",3,0.0015
"terechtgekomen",3,0.0015
"nadelen",3,0.0015
"moois",3,0.0015
"wellicht",3,0.0015
"verspreiden",3,0.0015
"grootheid",3,0.0015
"stilgestaan",3,0.0015
"titel",3,0.0015
"toetsingskader",3,0.0015
"inkomensgebouw",3,0.0015
"opvoeden",3,0.0015
"marechaussees",3,0.0015
"herkennen",3,0.0015
"vrees",3,0.0015
"voorwaardelijk",3,0.0015
"tekst",3,0.0015
"bericht",3,0.0015
"vicepremier",3,0.0015
"investeringsfonds",3,0.0015
"betaalbare",3,0.0015
"voortgangsrapportage",3,0.0015
"ondersteun",3,0.0015
"marginale",3,0.0015
"omverwerpen",3,0.0015
"egypte",3,0.0015
"exitstrategie",3,0.0015
"overdraagbare",3,0.0015
"woningen",3,0.0015
"slapeloze",3,0.0015
"syriër",3,0.0015
"impuls",3,0.0015
"voorwaarden",3,0.0015
"keuzemenu",3,0.0015
"gehoeven",3,0.0015
"gewenst",3,0.0015
"optimistisch",3,0.0015
"invechten",3,0.0015
"fundament",3,0.0015
"bondgenoot",3,0.0015
"accenten",3,0.0015
"briefje",3,0.0015
"verpleeghuiszorg",3,0.0015
"boeg",3,0.0015
"boel",3,0.0015
"bode",3,0.0015
"persvrijheid",3,0.0015
"boom",3,0.0015
"tegenaan",3,0.0015
"sympathiek",3,0.0015
"bord",3,0.0015
"naderen",3,0.0015
"transparantie",3,0.0015
"politiebureaus",3,0.0015
"toename",3,0.0015
"teruggeven",3,0.0015
"taart",3,0.0015
"geïndexeerd",3,0.0015
"directeur",3,0.0015
"rechtstaat",3,0.0015
"lodewijk",3,0.0015
"verantwoorden",3,0.0015
"beloofde",3,0.0015
"term",3,0.0015
"islamieten",3,0.0015
"bron",3,0.0015
"bankensector",3,0.0015
"klos",3,0.0015
"uitzien",3,0.0015
"handschoen",3,0.0015
"uitgekomen",3,0.0015
"hiervandaan",3,0.0015
"mozes",3,0.0015
"marokkaan",3,0.0015
"brand",3,0.0015
"bekostiging",3,0.0015
"verworvenheid",3,0.0015
"bewijs",3,0.0015
"vervalt",3,0.0015
"verspillen",3,0.0015
"achtergronden",3,0.0015
"regeringsleiders",3,0.0015
"voorspellen",3,0.0015
"filmpje",3,0.0015
"tekent",3,0.0015
"illustratief",3,0.0015
"gelijkwaardig",3,0.0015
"oversteken",3,0.0015
"spanningen",3,0.0015
"dijsselbloem",3,0.0015
"militairen",3,0.0015
"dramatische",3,0.0015
"voelde",3,0.0015
"autochtoon",3,0.0015
"koopkrachtherstel",3,0.0015
"overlast",3,0.0015
"risico's",3,0.0015
"onderstrepen",3,0.0015
"intensiveringen",3,0.0015
"sobere",3,0.0015
"ratificeert",3,0.0015
"onrust",3,0.0015
"individuen",3,0.0015
"individu",3,0.0015
"snelweg",3,0.0015
"onderhandelingen",3,0.0015
"beledigend",3,0.0015
"pand",3,0.0015
"zelfcensuur",3,0.0015
"voerde",3,0.0015
"mandaat",3,0.0015
"wensen",3,0.0015
"aantonen",3,0.0015
"ingeperkt",3,0.0015
"slikken",3,0.0015
"vergoeding",3,0.0015
"verdeeldheid",3,0.0015
"krediet",3,0.0015
"systematiek",3,0.0015
"belastingtarief",3,0.0015
"georganiseerde",3,0.0015
"verdorie",3,0.0015
"betrouwbaar",3,0.0015
"vrouwelijk",3,0.0015
"rustiger",3,0.0015
"hartelijk",3,0.0015
"stevig",3,0.0015
"taxatie",3,0.0015
"gewassen",3,0.0015
"totalitaire",3,0.0015
"trap",3,0.0015
"methode",3,0.0015
"uitmaakt",3,0.0015
"voordoen",3,0.0015
"wageningen",3,0.0015
"ontwikkelt",3,0.0015
"groots",3,0.0015
"boulevard",3,0.0015
"omringende",3,0.0015
"dient",3,0.0015
"potje",3,0.0015
"samenhangt",3,0.0015
"bevallen",3,0.0015
"coalitiegenoot",3,0.0015
"handelen",3,0.0015
"polissen",3,0.0015
"kaboutertjes",3,0.0015
"draai",3,0.0015
"spelletje",3,0.0015
"verre",3,0.0015
"soeverein",3,0.0015
"drama",3,0.0015
"piet",3,0.0015
"uitgegeven",3,0.0015
"betekenis",3,0.0015
"ambtelijk",3,0.0015
"eenzijdig",3,0.0015
"behoud",3,0.0015
"arbeidsvoorwaarden",3,0.0015
"vervolg",3,0.0015
"schorsing",3,0.0015
"allochtoon",3,0.0015
"allochtone",3,0.0015
"dankbaar",3,0.0015
"voorouders",3,0.0015
"rechtstreeks",3,0.0015
"ondoordachte",3,0.0015
"conclusies",3,0.0015
"concurreren",3,0.0015
"cijfer",3,0.0015
"terughoudend",3,0.0015
"liberaal",3,0.0015
"ontbreekt",3,0.0015
"koppelt",3,0.0015
"opgelegd",3,0.0015
"catshuis",3,0.0015
"aantasten",3,0.0015
"verminderd",3,0.0015
"bewoners",3,0.0015
"circa",3,0.0015
"aspecten",3,0.0015
"vangt",3,0.0015
"drift",3,0.0015
"aardgasinkomsten",3,0.0015
"kaartje",3,0.0015
"danken",3,0.0015
"ingezette",3,0.0015
"inpassen",3,0.0015
"tabelletje",3,0.0015
"pols",3,0.0015
"mooiste",3,0.0015
"eenzaamheid",3,0.0015
"post",3,0.0015
"stille",3,0.0015
"gebleken",3,0.0015
"noodopvanglocaties",3,0.0015
"gehakt",3,0.0015
"leed",3,0.0015
"eigenrisico",3,0.0015
"ontslaan",3,0.0015
"laagopgeleiden",3,0.0015
"varen",3,0.0015
"lonend",3,0.0015
"verdedigt",3,0.0015
"grootst",3,0.0015
"club",3,0.0015
"verduurzaming",3,0.0015
"londen",3,0.0015
"tolerantie",3,0.0015
"schatting",3,0.0015
"idioten",3,0.0015
"tachtig",3,0.0015
"treiterijen",3,0.0015
"maakten",3,0.0015
"€27",3,0.0015
"wezen",3,0.0015
"€80",3,0.0015
"pure",3,0.0015
"puur",3,0.0015
"beton",3,0.0015
"york",3,0.0015
"verdwijnt",3,0.0015
"afwezig",3,0.0015
"herfstakkoord",3,0.0015
"merkwaardig",3,0.0015
"stemmer",3,0.0015
"afbraak",3,0.0015
"thema's",3,0.0015
"tijdelijk",3,0.0015
"opvoeding",3,0.0015
"straatterreur",3,0.0015
"afrondend",3,0.0015
"potten",3,0.0015
"diversiteit",3,0.0015
"overhouden",3,0.0015
"verkrijgen",3,0.0015
"stevens",3,0.0015
"fragiel",3,0.0015
"aspect",3,0.0015
"ingevuld",3,0.0015
"religieus",3,0.0015
"perken",3,0.0015
"uitnodiging",3,0.0015
"zwaarste",3,0.0015
"hetgeen",3,0.0015
"slotte",3,0.0015
"energiebesparing",3,0.0015
"gelekt",3,0.0015
"paarse",3,0.0015
"terugnemen",3,0.0015
"bekijkt",3,0.0015
"eilanden",3,0.0015
"overheidsbureaucratie",3,0.0015
"bezocht",3,0.0015
"australië",3,0.0015
"aangebracht",3,0.0015
"leraren",3,0.0015
"bezighouden",3,0.0015
"inschatting",3,0.0015
"gerefereerd",3,0.0015
"benutten",3,0.0015
12.00%,3,0.0015
"vaardigheden",3,0.0015
13.00%,3,0.0015
160,3,0.0015
"zwart",3,0.0015
"verstaan",3,0.0015
"state",3,0.0015
"opstellen",3,0.0015
250,3,0.0015
"speech",3,0.0015
"vertonen",3,0.0015
"start",3,0.0015
"alsjeblieft",3,0.0015
"verstand",3,0.0015
"bange",3,0.0015
"binnenlands",3,0.0015
"cabaretiers",3,0.0015
"overzicht",3,0.0015
"bonussen",3,0.0015
"kenmerkend",3,0.0015
"nummer",3,0.0015
"lost",3,0.0015
"vielen",3,0.0015
"verdelen",3,0.0015
"werkelijke",3,0.0015
"medeverantwoordelijk",3,0.0015
"verwees",3,0.0015
"stemming",3,0.0015
"uitleg",3,0.0015
"interview",3,0.0015
"verdwenen",3,0.0015
